wr_10,wr_8,wr_9,"경도
lng","국가 2자리코드
code2","국가명 한글
country_kname","도시 3자리코드
ctCode","명소 (영문)주소
latlng",명소 이름,"영문 도시명
ctEname","위도
lat","유엔 구분
un_subregion","한글 도시명
ctKname","한글설명
expl"
parsing0608,https://www.windsortour.co.kr/images/area_img/NO/OSL/NOOSL3200609_0002.jpg,609,10.7338750  위경도가 없을시 수정버튼 누르고 그냥 저장.,NO,노르웨이,OSL,,오슬로 시청 Oslo City Hall,OSLO,59.912284,Northern Europe,오슬로,오슬로의 상징인 시청사는 오슬로 시 창립 900주년을 기념하여 1931년에 착공했으나 제2차 세계 대전으로 중단되었다가 우여곡절 끝에 1950년에 완성되었습니다. 오슬로 시의 행정 업무를 관장하는 청사로 매년 12월 10일 노벨 평화상 수상식이 열리는 곳으로도 유명합니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/FI/OUL/FIOUL3200844_0002.jpg,844,,FI,핀란드,OUL,,카우파토리 Oulun kauppatori,Oulunsalo,,Northern Europe,아울루,"오울루 시장으로 레스토랑, 바, 공예품점으로 쓰이는 옛 목조 창고들이 둘러싸고 있습니다."
,,,,BE,벨기에,BRU,,오줌싸개 동상 (Manneken Pis),Brussels,,Western Europe,브뤼셀,"오줌싸개 소년은 오줌누는 소년을 본뜬 동상, 분수입니다. 브뤼셀을 상징하는 조형물로  1619년 제롬 듀케뉴아가 만든 높이 약 60cm의 청동상입니다. 여러 차례 도난 당하는 수난을 겪었고, 현재 설치되어 있는 동상은 1965년 복제본입니다. 원래의 동상은 그랑플라스의 브뤼셀 시 박물관에 보관되어 있습니다."
,,,,GB,영국,,,카팍스 타워 Carfax Tower,,,Northern Europe,,옥스퍼드의 상징으로 사거리를 뜻하는 카팍스는 색슨 시대 이래 도시의 중심축을 이루며 가장 번화한 거리였다고 합니다. 이곳 십자로에 위치한 카팍스 타워는 11세기 세워진 탑으로 세인트 마틴 교회의 일부로 남아 있습니다. 14세기에 교회 탑에 시계와 로마 군복을 착용한 인형을 설치해서 15분마다 종을 치게 했다고도 합니다. 카팍스 타워 전망대에 오르면옥스퍼드 시내를 한눈에 내려다 볼 수 있습니다.
,,,,EG,이집트,,,카이로 모세 기념교회 Synagogue Ben Ezra,,,Northern Africa,,"올드 카이로에 위치한 사원으로 29개의 모스크와 20개의 교회에 둘러싸여있다. 모세기념교회라고 부르는 벤 에즈라(BEN EZRA)는 이집트에서 가장 오래된 예배당 중의 하나이다. 역사학자에 따르면 이 예배당의 현재의 장소는 6세기경에 콥틱교회가 있던 곳이라고 한다. 이 사실은 여러 건축물들에 의해 증명되고 있다. 9세기 후반, 유태인들이 이땅 주변에 교회를 세웠다. 이곳을 유태인들은 성스럽고 축복받은 장소로 여겼는데, 모세가 이곳에서 기도를 올렸던 것이 증명되었기 때문이라고 한다. 모세가 이집트를 떠나기전 그는 그곳에서 길을 떠나면서 마지막 기도를 올렸고, 그의 존재를 증명하기 위해 그 표시를 해두었다고 한다."
parsing0608,https://www.windsortour.co.kr/images/area_img/GB/STD/GBSTD3200769_0003.jpg,769,,GB,영국,STD,,세인트 앤드류스 올드코스 Old Course at St Andrews,SANTO DOMINGO,,Northern Europe,산또 도밍고,"올드코스는 현재 세계에 존재한다는 35,000 여 개의 골프 장 중 가장 오래된 곳입니다. 올드코스에서 우승한 골퍼와 못해 본 골퍼’ 라는 골프의 신 잭 니콜라우스의 말마따나 올드코스는 프로골퍼 들에게는 선망의 적이자 정복의 대상입니다"
parsing0608,https://www.windsortour.co.kr/images/area_img/NO/ALE/NOALE3200606_0002.jpg,606,,NO,노르웨이,ALE,,아크슬라 전망대 Aksla Viewpoint,ALPINE,,Northern Europe,ALE,올레순 도심이 한눈에 내려다 보이는 아크슬라 산의 정상에 위치한 전망대로 418개의 계단을 따라 올라가거나 차를 타고 산을 빙글 돌아 올라갈 수 있습니다.
,,,,NO,노르웨이,,,올레순 시내 Alesund,,,Northern Europe,,올레순은 노르웨이 서부 뫼레오그롬스달(Møre og Romsdal)주에서 가장 큰 도시로 1838년 자치도시가 되었습니다. 1904년 대화재로 도시 대부분이 소실되었으나 그 자리에 아르누보(Art Nouveau)풍의 건축물들을 세우면서 독특한 예술적 도시로 재탄생 했습니다.
,,,,GR,그리스,,,델피 고고학 박물관 Delphi Archaeological Museum,,,Southern Europe,,옴파로스와 유적지에서 발굴된 소장품을 전시하는 델피 고고학 박물관 입니다.
,,,,FR,프랑스,,,성카트린 성당 Saint Catherine's Catholic Church,,,Western Europe,,"옹플뢰르의 성카트린 성당은 서유럽에서는 보기 드문 목조 건축물로, 14세기에 백년 전쟁이 끝난 것에 감사하는 의미로 시민들이 당시의 궁핍한 형편 속에서 재료들을 긁어 모아 만들었다 합니다. 모네는 옹플뢰르를 여러번 오가며 1867년에 이 교회를 담은 <성 카트린 교회>를 그렸습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/MA/OZZ/MAOZZ3201744_0001.jpg,1744,,MA,모로코,OZZ,,와르자자트 마을 Ouarzazate,Ouarzazate,,Northern Africa,OZZ,"와르자자트는 모로코 수스마사드라 지방에 위치한 도시로, 아틀라스 산맥 남쪽에 위치하며, \'모로코의 할리우드\'라고 불리며 사막을 배경으로 하는 각종 영화에 촬영지로 많이 알려진 곳입니다. 와르자자트는 마라케시와 사하라 사막의 중간지역으로서 과거부터 거점도시로 성장했습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/SA/DHA/SADHA3201849_0001.jpg,1849,,SA,사우디아라비아,DHA,,압둘라지즈 센터 King Abdulaziz Center for World Culture(Ithra),DHAHRAN,,Western Asia,다란,"왕 압둘라지즈 세계 문화 센터( King Abdulaziz Center for World Culture(Ithra) )는 이드라의 외관은 5개 돌멩이를 균형감 있게 쌓아 놓은 듯한 모양으로, 2018년 6월에 문을 연 사우디아라비아에서 가장 쉽게 문화를 즐길수 있는 최초의 멋진 복합문화 공간입니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/EG/LXR/EGLXR3200933_0002.jpg,933,,EG,이집트,LXR,,왕가의 계곡 The Valley of the Kings,Luxor,,Northern Africa,룩소르,"왕가의 계곡(The Valley of the Kings)은 신왕국 시대의 제18왕조부터 제20왕조까지의 왕들의 묘가 모여있는 곳으로, 람세스 2세의 아들과 람세스 2세 그리고 람세스 3세, 4세, 7세, 11세, 세티 1세, 2세, 아멘호텝 2세, 하셉수트 여왕, 투탕카멘 등의 파라오들이 묻혀 있는 일종의 공동묘지라고 할 수 있습니다. 이 계곡에 있는 무덤은 피라미드와는 다른 방식인 암굴을 파서 만든 분묘이며, 미라가 도굴되는 것을 방지하고자 만들어졌으나, 많은 묘소들이 도굴당했으며, 하워드 카터가 1922년에 발굴한 투탕카멘 왕의 무덤만이 원상태로 남아있다고 합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IE/GAL/IEGAL3202223_0001.jpg,2223,,IE,아일랜드,GAL,,골웨이 시내 GALWAY,GALENA,,Northern Europe,GAL,외국인의 도시\'라는 뜻을 가진 골웨이는 아일랜드 서쪽에 위치하며 아일랜드에서 3번째로 큰 도시에 속하지만 도시 번화가는 서울의 한 구역보다 작습니다. 골웨이를 여행하는 사람들은 도시 자체를 여행하는 목적도 있지만 골웨이를 통해서 서쪽에 뻗어 있는 아일랜드의 대자연을 만나기 위해 방문합니다. 반나절이면 도시 번화가를 모두 둘러 볼 수 있지만 낭만을 즐기기에 골웨이만큼 완벽한 도시도 없습니다. 골웨이는 아일랜드 문화가 잘 보존된 도시이기 때문에 아이리쉬 전통 펍이 유난히 많습니다. 가장 대표적인 곳인 <비긴 어게인>에 등장했던 \'티크 코일리(Tig Choili)\'입니다.  흥겨운 아이리시 악기들의 연주와 함께 맥주 한잔을 마시며 골웨이를 느껴 보시기 바랍니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/JO/AQJ/JOAQJ3201872_0001.jpg,1872,,JO,요르단,AQJ,,아카바 시내 Aqaba,AQABA,,Western Asia,아카바,"요르단 남서부에 있는 항구 도시로 아라비아 반도 헤자즈 지방과 시나이 반도 사이에 위치하는 아카바 만의 북쪽 끝에 있는 천연의 양항입니다. 바다와 육지 교통의 요지이며, 한때 육로로 카이로에서 메카로 가는 순례길의 식량보급지로서 중요한 역할을 하였습니다. 지명은 페니키아 어로 \'갈대의 바다\'라는 뜻에서 유래되었고, 내륙국인 요르단의 해항으로 1955년 새로운 항만 시설이 완공되어 인광석, 칼륨염, 채소 등을 수출하고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/JO/KAR/JOKAR3201281_0002.jpg,1281,,JO,요르단,KAR,,카락 성 Al Karak Castle,KAMARANG,,Western Asia,KAR,"요르단 알카라크에 있는 십자군시대의 성으로, 카락 남쪽 교외의 해발 1,000m 언덕 꼭대기에 있습니다. 원래 요새가 있던 자리에 1140년대에 프랑스 앙주 백작이자 1131년부터 예루살렘의 왕이었던 퓔크 5세(Fulk V:1089/1092~1143)의 부하인 파가누스(Paganus)의 지휘 아래 십자군이 세우기 시작했습니다. 유럽, 비잔틴, 아랍 디자인이 혼합된 십자군시대 건축양식으로 지어진 대표적인 건물로 특히 북쪽에 있는 2단의 거대한 아치형 방들은 십자군 시대 건축양식을 잘 보여주며, 벽에는 채광과 환기를 위한 구멍이 군데군데 뚫려 있습니다. 사해를 바라보며 삼면이 계곡으로 둘러싸인 성 아래쪽 뜰에는 카락 고고학박물관이 있는데, 수리를 거쳐 2004년 문을 열었습니다."
,,,,FR,프랑스,TLS,,툴루즈 대성당 Basilique Saint-Sernin de Toulouse,Toulouse,,Western Europe,툴루즈,요약 프랑스 옥시타니 레지옹(Région) 오트가론 데파르트망(Département)의 툴루즈에 있는 11세기 대성당입니다. 로마네스크 양식을 잘 보여주는 웅장한 외관과 독특한 형태의 팔각 벽돌 종루가 유명합니다
parsing0608,https://www.windsortour.co.kr/images/area_img/NO/TRL/NOTRL3200653_0004.jpg,653,,NO,노르웨이,TRL,,트롤스티겐 Trollstigen,,,Northern Europe,,요정의 사다리라고 불리는 굴곡진 도로로 Troll(도깨비)+Stigen(사다리)의 합성어로. 해발 1000m의 산 꼭대기에 오르기 위해 가파른 길을 11번이나 돌아 올라가야 합니다. 트롤이 살고 있는 이곳길 모양이 마치 사다리 같다 하여 붙여진 이름입니다.
,,,,GB,영국,,,요크 대성당 York Minster,,,Northern Europe,,"요크대성당으로 알려진 요크 민스터는 북유럽에서 가장 큰 고딕 성당입니다. ‘민스터’는 앵글로색슨 시대에 지어진 교회들을 가리키는 말로 627년 나무로 된 교회였다가, 637년 노섬브리아의 왕 Oswald에 의 해 돌로 된 교회로 완공되었습니다.  741년 화재로 파괴된 후, 10세기까지 각종 침략과 전쟁에 시달리게 됩니다.현재 의 고딕 스타일의 민스터는 1220년부터 1472년 사이, 250년 넘는 기간에 걸쳐 지어졌으나 1984년 7월 9일, 번개에 의해 민스터에 또 화재가 나게 되고, 복원사업이 시작됩니다. 웅장한 크기와 더불어 섬세하게 조각된 석조물들, 화려한 스테인드글라스로 세계에서 가장 정교한 고딕 성당 중 하나로 손 꼽히고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/GB/YOK/GBYOK3200800_0002.jpg,800,,GB,영국,YOK,,요크 성벽 York City Walls,YOKOHAMA,,Northern Europe,요코하마,"요크에는 700년 전 로마시대부터 자리잡고 있던 성곽이 도시를 감싸고 있던 성벽의 상당 부분이 남아 있습니다. 기원 후 71년에 성을 보호하기 위해 처음 지어졌으며 866년 바이킹의 침략으로 로마성벽길은 흙에 묻혔고 그 위에 나무 울타리가 세워졌습니다. 13세기부터 14세기에 걸쳐 그 울타리는 다시 로 마 시대 성벽길로 복원되었습니다. 성곽길은 ‘Bar’라고 불리는 4개의 주요 성문을 포함하고 있습니다.  부담바, 몽바, 웜게이트바, 미클게이트바 가 그것으로 18세기 후반부터는 성벽이 더 이상 도시의 방어벽 역할을 하지 못하게 되자, 영국 대부분 의 성곽길은 함몰되었지만, 요크는 유적지 보존 차원에서 그대로 두게 되고, 현재 수많은 관광객들을 부르게 하는 요인이 되었습니다."
,,,,IL,이스라엘,,,에인케렘 Ein Karem,,,Western Asia,,"요한 세례자가 탄생한 에인케렘은 '포도밭의 샘물'이라는 뜻으로 다른 곳과는 달리 푸른 수목이 우거져 경치가 아름답고 풍요로워 곳입니다. 고도가 높아서 공기도 상쾌하고 시원하며, 아름다운 꽃이 피고 나무가 우거진 이곳에서 어린 요한 세례자가 어린시절을 보낸곳입니다.성당 입구에 들어서면 왼쪽 담벼락에 요한 세례자의 탄생을 기뻐하며 하느님을 찬양하는 노래를 불렀던 즈카르야의 노래가 여러 나라의 언어로 적혀있다. 요한 세례자 탄생 성당 순례를 마치고 그곳에서 약 1km 가량 떨어진 남쪽 산기슭에 있는 마리아가 엘리사벳을 방문한 기념 성당이 있으며 많은 순례자들이 방문하는곳입니다.'마니피캇 교회'라고 불리는 엘리사벳 방문 기념성당은 요한 세례자의 고향이며 엘리사벳과 즈카르야가 살던 곳이다. 성모님 방문을 받은 집과 요한 세례자를 낳은 집이 다르다. 요한의 아버지 즈카르야는 대사제로써 신분이 높고 경제적인 여유가 있어서 집을 두 채나 가지고 있었던 것 같다. 겨울엔 따뜻한 아래쪽 집에 머무르고, 성모님이 방문한 윗집은 온도가 낮고 시원하기 때문에 여름 집으로 사용했을 것으로 추정된다.
성당 입구에는 성모 마리아와 엘리사벳이 만나 이야기하고 있는 동상이 있다. 마리아의 방문을 받은 엘리사벳이 성령으로 가득 차 마리아에게 여인들 가운데에서 가장 복되며 태중의 아기도 복되다며 환대를 하였다.그러자 마리아가 하느님을 찬양하는 아름다운 노래를 불렀다. 그 마리아의 노래(마니피캇)가 성당 오른쪽 담벼락에 각 나라 언어로 장식되어 있다.1층 성당은 마리아께서 엘리사벳을 찾아오셨을 때 만났던 집이다. 1층 성당 제대 바로 오른쪽 동굴에 엘리사벳의 집이었음을 알 수 있는 우물터가 있다.헤로데가 베들레헴 인근에 있는 2살 이하의 사내아이들을 모조리 죽이라고 하였다. 에인케렘은 베들레헴에서 멀지 않은 곳이다. 예수님보다 6개월 먼저 태어난 세례자 요한도 2살 미만이었기 때문에 학살의 위험에 처해있었다.1층 오른쪽 벽면에는 '기적의 바위'라 불리는 작은 바위가 있다. 전승에 의하면 엘리사벳이 세례자 요한과 함께 산으로 피신을 했는데, 군사들이 쫓아와 바위 앞에서 오갈 수 없는 상황이 되어 엘리사벳이 기도를 하자 그 바위가 갈라져 엘리사벳과 아기를 숨겨주었다고 한다.성당 뒤편에 아름다운 성모님이 아기 예수님을 안고 둥근 물체 위에 서 계시는 벽화가 있다.‘하늘에 큰 표징이 나타났습니다. 태양을 입고 발밑에 달을 두고 머리에 열두 개 별로 된 관을 쓴 여인이 나타난 것입니다.’(묵시 12,1)"
parsing0608,https://www.windsortour.co.kr/images/area_img/GR/PAT/GRPAT3201163_0003.jpg,1163,,GR,그리스,PAT,,요한 계시 동굴 교회 Cave of the Apocalypse,Patna,,Southern Europe,PAT,"요한과 그의 제자를 그린 성화가 걸려 있으며, 앞쪽 동굴 제일 안쪽에는 손만한 흠이 파진 곳이 있는데, 요한이 엎드려 기도를 하고 일어날 대 패인 것이라고 전해지고 있습니다."
,,,,IL,이스라엘,,,베드로 기념교회 The Church of St. Peter,,,Western Asia,,욥바에서 이방인 전도를 시작한 베드로가 죽은 다비다를 살리는 기적을 행한 것과 피장 시몬의 집에 머물며 환상을 본 것을 기념하기 위해 십자군 시대에 만들었던 교회의 터 위에 1654년경에 다시 세워진 교회입니다. 교회 내부에는 베드로가 죽은 다비다를 살려내는 장면과 시몬의 집 옥상에서 보았다는 환상의 한 장면이 벽화로 그려져 있습니다.
,,,,AT,오스트리아,VIE,,우노 시티 UNO city,Vienna,,Western Europe,비엔나,"우노시티는 1979년 오스트리아 유엔기구를 유치하기위해 10억달러의 비용을 들여 건설한 미니 시티로서 인터내셔널 센터역활을 하고있는곳입니다. 유엔에 무료로 건물을 임대함으로서 뉴욕과 제네바에 이은 제3의 유엔도시로 급부상하였으며 더불어 많은 국제기구가 유엔건물 주변에 입주하면서 도시의 활성화에 기여하고있습니다. 우리에게 친숙한 국제원자력개발 기구(IAEA)도 이 곳에 있으며 약 30명의 한국인이 여기서 근무하고 있으며, 국제기구가 많이 입주해 있는 만큼 주거공간, 생활공간, 교육시설등이 세계적인 수준으로 갖춰져 있는 비엔나안의 도다른 도시가 바로 우노시티입니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IT/UNO/ITUNO3201800_0001.jpg,1800,,IT,이탈리아,UNO,,두칼레궁전 Palazzo Ducale,,,Southern Europe,,"우르비노의 팔라초 두칼레(\'통령 관저\'라는 의미)는 르네상스 초기에 지어진 군주들의 궁전 중에서도 가장 웅장한 저택 중 하나입니다. 이탈리아 중부 아드리아 해 연안의 마르케 지방, 언덕 위에 솟아 있는 도시 우르비노에서도 가장 높은 곳에 있습니다. 팔라초 두칼레는 두 개의 기념비적인 파사드를 지니고 있는데 하나는 시가지를 향하고 있고, 다른 하나는 작은 공작의 영지를 향해 일련의 웅장하기 그지없는 개선문들로 이어져 있습니다."
,,,,AE,아랍에미리트,DXB,,아브라 수상택시 Abra,Dubai,,Western Asia,두바이,"우리가 알고 있는 두바이 모습이 모두 모여 있는 버 두바이 지역과 두바이 올드타운 데이라 지역 사이에 있는 두바이 크릭을 건너는 배로 현지인, 관광객 모두에게 중요한 교통 수단입니다."
,,,,FI,핀란드,HEL,,우스펜스키 사원 Uspenski Cathedral,Helsinki,,Northern Europe,헬싱키,우스펜스키 대성당은 핀란드 헬싱키에 있는 핀란드 정교회 주교좌 성당으로 수호성인은 성모 마리아입니다. 대성당의 이름은 고대 교회 슬라브어로 성모 안식을 의미하는 ‘우스페니에’라는 단어에서 유래했습니다.
,,,,IT,이탈리아,,,끼오지아 Chioggia,,,Southern Europe,,"운하의 도시 원조는 베니스가 아닌 끼오지아로 ‘삐꼴라 베네치아,’ 즉 ‘작은 베니스’라고 불리는 도시입니다. 오랜된 기원을 가지고 있지만 세련된 베니스 보다는 작고 소박한 느낌이 풍기는 어촌 마을입니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/DE/ULM/DEULM3201448_0001.jpg,1448,,DE,독일,ULM,,울름 대성당 Ulmer M&uuml;nster,NEW ULM,,Western Europe,ULM,"울름 대성당은 독일 바덴뷔르템베르크 주의 울름에 위치한 대성당입니다. 원래는 로마 가톨릭 교회였으나 1894년부터 개신교 교회가 되어 독일에서는 울름 교회라고 부르며, 현재 유럽에서 가장 높은 고딕식 성당 건축물로 161m의 가장 높은 탑을 가지고 있습니다."
,,,,JO,요르단,,,움카이스 유적지 Umm Qais,,,Western Asia,,"움 카이스(Umm Qais) 지역은 암만에서 152km, 이르비드에서 북서쪽으로 30km에 위치한 고대 유적지로, 성경 마가복음 5장에서 언급된 ‘Gadara'지역이 현재 움 카이스 입니다. 이곳은 암만, 제라쉬와 더불어 데카폴리스의 일부였고 팔레스타인에 있던 고대 도시로 골란 고원과 헬몬산은 물론 갈릴리에서 사해바다까지 바라다 보이는 산지 평원에 위치하고 있습니다. 이 고대 유적도시는 헬라-로마-비잔틴 시대로 이어지면서 발전하여 주변 지역에서 가장 강력한 영향력을 가지고 있었으며, B.C 63년 폼페이우스 황제에 의해 이곳은 데카폴리스 중 하나가 되었고, 검은 현무암으로 헬라식 도시가 건설되었습니다. 당시 이 지역은 자체 동전을 사용할 정도로 자치권을 가졌고, 1806년 고고학자 울리치 시젠(Ulrich Seetzen)이 이곳을 답사하고 가다라 지방 유적지임을 확인하였으며, 1970년대에 이를 때까지 그냥 하나의 폐허로 남아 있었으나, 그후 지속적인 발굴이 이루어져 오늘에 이르고 있습니다. 이곳에는 작은 규모의 박물관이 마련되어 있어 이 지역에서 발굴된 유물들을 전시하고 있으며, 인상적인 석주 도로, 아치형 천정 테라스와 2개의 극장 유적이 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IT/NAP/ITNAP3201983_0001.jpg,1983,,IT,이탈리아,NAP,,움베르토 1세 갤러리 Galleria Umberto 1,Naples,,Southern Europe,나폴리,"움베르토 1세 아케이드라고도 불리는 움베르토 1세 갤러리는 내부의 십자로 생긴 통로를 중심으로 카페, 레스토랑, 갤러리, 쇼핑센터들이 모여 있으며, 바닥과 벽면은 모자이크로 장식되어 있습니다. 움베르토 1세가 밀라노 비토리오 에마누엘레 2세 갤러리를 모델로 하였으며 1887년 건축가 에마누엘레 로코가 설계, 안토니오 쿠리, 에르네스토 디 마우로에 의해 1890년 완공되었습니다."
,,,,IT,이탈리아,,,페루자 중앙광장 Piazza IV Novembre,,,Southern Europe,,움베르토 지방의 수도인 페루자의 중심광장으로 옛 중세의 모습을 그대로 간직하고 있는 도시의 중심광장 입니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/TN/TOZ/TNTOZ3201614_0002.jpg,1614,,TN,튀니지,TOZ,,웅크주멜 Ong Jemel,TOUBA,,Northern Africa,TOZ,"웅크쥬멜은 영화 \'잉글리쉬 페이션트\'와 \'스타워즈\'의 사막 마을 장면을 촬영한 곳이며, 웅크쥬멜은 \'낙타의 목\'이란 뜻으로 모래언덕 한쪽에 튀어나온 바위가 꼭 낙타의 목 같이 생긴데서 유래했다고 하며, 실제 형상이 웅크리고 있는 낙타처럼 생긴 언덕입니다."
,,,,CZ,체코,PRG,,존 레논의 벽 Lennon wall,PRAGUE,,Eastern Europe,프라하,"원래 평범한 벽이었으나 1980년대 이후 비틀즈 멤버였던 존 레논과 연관된 그래피티와 그의 노래 가사들, 그리고 지역적·세계적 이슈를 다룬 그림들로 채워져 왔습니다. 레논 벽은 주체코 몰타 기사단 대사관의 일부로 몰타 기사단은 벽에 시민들이 그래피티를 그릴 수 있도록 허용해 왔습니다. 이 벽은 원래 1960년대 이후 사랑에 관한 시 및 정권에 저항하는 짧은 메시지들이 적히는 장소였습니다.  1980년 존 레논이 피살되자 익명의 화가가 이 벽에 레논의 초상화와 그의 노래가사 일부를 그렸으며 이후 이 벽은 존 레논, 평화, 서구 문화, 정치 투쟁 등과 관련된 주제의 그림들로 장식되기 시작했습니다."
,,,,IT,이탈리아,,,로카 박물관 Rocca di Bergamo,,,Southern Europe,,원래는 시타알타 북쪽 성벽내에 14세기에 세워진 방어요새였지만 지금은 이탈리아 독립에 관한 박물관으로 사용되고 있습니다. 성곽에 접해있는 기억공원 전망대에서는 360도로 시내를 내려다볼수 있습니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/NL/UTC/NLUTC3202097_0001.jpg,2097,,NL,네덜란드,UTC,,위트레흐트 시내 UTRECHT,,,Western Europe,,"위트레흐트는 네덜란드 위트레흐트주에 있는 주도이며, 네덜란드에서 네 번째로 큰 도시 입니다. 8세기부터 종교중심지로 발전했고, 17세기 황금시대 때까지 네덜란드에서 가장 중요한 도시였습니다. 지금도 문화행사는 암스테르담에 이어 두 번째로 많이 열리고 있습니다. 중앙에 위치해 철도 및 도로 네트워크 중심지로서 세계에서 가장 큰 자전거 주차장이 있습니다."
,,,,GB,영국,,,베아트릭스 포터 박물관 The World of Beatrix Potter Attraction,,,Northern Europe,,"윈드미어 근교 보네스(Bowness)마을에 위치한, 베아트릭스 포터 박물관은 호숫가에 자리한 예쁜 곳으로서, 피터 래빗을 비롯하여 여러 사랑스러운 동물 캐릭터를 만들어낸 19세기 아동문학 작가인 베아트릭스는 전시를 통해 재미있는 얘기를 들려줍니다. 각 방의 구석마다 베아트릭스 포터가 만들어낸 동물 캐릭터들이 흥미롭게 전시되어 있습니다. 피터 래빗 이야기 등 유명한 어린이 동화를 탄생시킨 아동문학 작가 베아트릭스 포터의 삶에 대한 영상도 보실 수 있습니다. 베아트릭스 포터는 레이크 디스트릭트에서 수많은 여름을 보내면서 자랐는데 이때 이곳의 다양한 식물과 야생동물들로부터 영감을 받아 그림을 그렸다고 합니다. 이야기 속의 장면을 3D 영상으로 보면서 제미마 퍼들덕, 토드 씨, 돼지들도 만나볼 수 있으며 피터 래빗 가든에 가시면 피터 래빗이 그물에 걸리는 장면을 포함하여 피터 래빗 이야기에 등장하는 장면을 더 많이 볼 수 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/AM/GEG/AMGEG3201116_0003.jpg,1116,,AM,아르메니아,GEG,,게하르드 수도원 Geghard Monastery,Spokane WA,,Western Asia,스포캔,"유네스코 세계문화 유산으로 지정된  절벽 바위를 깍아 지어진 중세 수도원으로 교회, 무덤, 수도원으로 구성된 복합건물이며, 중세 아르메니아 건축과 아르메니아 장식예술을 대표하는 건축물입니다. 게하르트 수도원의 소재지는 기원 전에 신성한 샘물이 솟아나던 곳이며, 설립 당시에는 ‘동굴 사원(Monastery of the Cave)’을 뜻하는 ‘아이비랑크(Ayvirank)’였었는데 훗날 이름이 게하르트로 바뀌었는데 이는 ‘십자가에 달린 예수를 찌른 로마 병사의 창’을 뜻 입니다. 게하르트 수도원(Monastery of Geghard)은 계곡의 바위를 파서 깎아 만든 교회와 묘지로 구성되어 있는데 잘 보존된 자연 경관 속에 자리 잡은 이 수도원은 중세 아르메니아 건축의 전성기를 확인할 수 있습니다. 수도원 주변은 아자트 계곡(Azat Valley)으로 들어가는 깎아지른 절벽으로 둘러싸여 있습니다."
,,,,IT,이탈리아,,,카스틸리오네 팔레토 마을 Castiglione Falletto,,,Southern Europe,,"유네스코 세계문화유산으로 지정된 피에몬테주 랑게-로에로, 몬페라토 지역의 작은 마을로서 구시가지에는 중세성이 있는 아름다운 마을입니다"
,,,1.0703005  위경도가 없을시 수정버튼 누르고 그냥 저장.,FR,프랑스,TUF,,쉬농소 성 Chateau de Chenonceau,TOURS,47.3248696,Western Europe,투르,"유네스코(UNESCO)가 2000년 세계문화유산으로 지정한 프랑스 루아르 계곡에 있는 여러 고성 가운데 하나입니다. 르네상스 양식이 돋보이는 16세기 건축물로 ‘귀부인들의 성’이라고도 불리는데, 외관은 하늘 높이 솟은 육중한 몸체에 장식 창, 굴뚝, 점판암으로 만든 터렛 등 상당히 화려합니다. 쉬농소 성은 물로 둘러싸여 있으며, 다섯 개의 아치로 이루어진 다리 위에 우아한 3층 갤러리를 지어 왼편 제방과 연결되어 있습니다. 쉬농소는 « 여인들의 성 »이라는 명칭을 가지고 있기도 합니다. 프랑수아 1세때 건축된 쉬농소 성(château de Chenonceau)은 훗날 소유권이 앙리 2세에게 넘어갔습니다. 앙리 2세는 성을 그의 부인이 아닌 사랑하는 애인 디안 드 푸아티에(Diane de Poitiers)에게 선물로 주었고, 앙리 2세가 사망하자 카트린 드 메디치는 디안 드 프와티에게서 성을 빼앗아 며느리이자 앙리 3세의 미망인 루이즈 드 로렌(Louise de Lorraine)에게 주었으며, 이후 앙리 4세의 연인 가브리엘 데스트레(Gabrielle d'Estrées)에게 전해 내려왔습니다.

뒤팡(Dupin) 부인은 장 자크 루소(Jean-Jacques Rousseau)를 거뒀으며, 펠루즈(Pelouze) 부인은 쉬농소 성을 놀랄 만큼 잘 복원 하였습니다. 이처럼 쉬농소 성은 4세기에 걸쳐 여섯 명에 이르는 여성주가 살았으며, 쉬농소 성의 박물관에서는 남아 있는 그녀들의 발자취를 더듬어 볼 수 있습니다. 내부에서는 르네상스 스타일의 가구와 16, 17세기 타피스트리, 코레쥬(Corrège), 뤼벤스(Rubens), 틴토레(Tintoret)의 회화 작품 등을 관람 할 수 있습니다. 성의 안팎을 감상했다면, 전형적인 프랑스 스타일의 정원과 공원을 둘러보며 여유로움을 만끽하며 휴식을 취하는 것도 좋습니다."
